area_fips,area_title,industry_code,industry_title,year,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,avg_wkly_wage,target_industry,data_year,avg_emplvl,size_category,time,quarter_1,quarter_2,quarter_3,quarter_4,post_policy,treatment,treat_post,treat_target,post_target,treat_post_target
6000,California -- Statewide,722511,NAICS 722511 Full-service restaurants,2017,0,0,0,0,0,1,2017,0.0,small,2017.0,True,False,False,False,1,1,1,1,1,1
6000,California -- Statewide,722511,NAICS 722511 Full-service restaurants,2017,0,0,0,0,0,1,2017,0.0,small,2017.25,False,True,False,False,1,1,1,1,1,1
6000,California -- Statewide,722511,NAICS 722511 Full-service restaurants,2017,0,0,0,0,0,1,2017,0.0,small,2017.5,False,False,True,False,1,1,1,1,1,1
6000,California -- Statewide,722511,NAICS 722511 Full-service restaurants,2017,0,0,0,0,0,1,2017,0.0,small,2017.75,False,False,False,True,1,1,1,1,1,1
6000,California -- Statewide,722511,NAICS 722511 Full-service restaurants,2017,633367,638312,642967,3800469249,458,1,2017,638215.3333333334,large,2017.0,True,False,False,False,1,1,1,1,1,1
6000,California -- Statewide,722511,NAICS 722511 Full-service restaurants,2017,649864,655187,658039,4020783567,473,1,2017,654363.3333333334,large,2017.25,False,True,False,False,1,1,1,1,1,1
6000,California -- Statewide,722511,NAICS 722511 Full-service restaurants,2017,656447,655176,651941,4047863917,476,1,2017,654521.3333333334,large,2017.5,False,False,True,False,1,1,1,1,1,1
6000,California -- Statewide,722511,NAICS 722511 Full-service restaurants,2017,649323,648251,647035,4084633273,485,1,2017,648203.0,large,2017.75,False,False,False,True,1,1,1,1,1,1
6000,California -- Statewide,722513,NAICS 722513 Limited-service restaurants,2017,502822,509282,514657,2275245401,344,0,2017,508920.3333333333,large,2017.0,True,False,False,False,1,1,1,0,0,0
6000,California -- Statewide,722513,NAICS 722513 Limited-service restaurants,2017,520587,524841,527149,2414541911,354,0,2017,524192.3333333333,large,2017.25,False,True,False,False,1,1,1,0,0,0
6000,California -- Statewide,722513,NAICS 722513 Limited-service restaurants,2017,527420,527670,525310,2474075983,361,0,2017,526800.0,large,2017.5,False,False,True,False,1,1,1,0,0,0
6000,California -- Statewide,722513,NAICS 722513 Limited-service restaurants,2017,525726,525171,524035,2505026971,367,0,2017,524977.3333333334,large,2017.75,False,False,False,True,1,1,1,0,0,0
48000,Texas -- Statewide,722511,NAICS 722511 Full-service restaurants,2017,206,204,189,1085640,418,1,2017,199.66666666666666,medium,2017.0,True,False,False,False,1,0,0,0,1,0
48000,Texas -- Statewide,722511,NAICS 722511 Full-service restaurants,2017,191,185,184,943357,389,1,2017,186.66666666666666,medium,2017.25,False,True,False,False,1,0,0,0,1,0
48000,Texas -- Statewide,722511,NAICS 722511 Full-service restaurants,2017,187,204,204,1102757,428,1,2017,198.33333333333334,medium,2017.5,False,False,True,False,1,0,0,0,1,0
48000,Texas -- Statewide,722511,NAICS 722511 Full-service restaurants,2017,200,206,209,1040749,391,1,2017,205.0,medium,2017.75,False,False,False,True,1,0,0,0,1,0
48000,Texas -- Statewide,722513,NAICS 722513 Limited-service restaurants,2017,89,88,85,391471,345,0,2017,87.33333333333333,small,2017.0,True,False,False,False,1,0,0,0,0,0
48000,Texas -- Statewide,722513,NAICS 722513 Limited-service restaurants,2017,84,84,82,504227,465,0,2017,83.33333333333333,small,2017.25,False,True,False,False,1,0,0,0,0,0
48000,Texas -- Statewide,722513,NAICS 722513 Limited-service restaurants,2017,86,83,82,394262,362,0,2017,83.66666666666667,small,2017.5,False,False,True,False,1,0,0,0,0,0
48000,Texas -- Statewide,722513,NAICS 722513 Limited-service restaurants,2017,88,91,91,467972,400,0,2017,90.0,small,2017.75,False,False,False,True,1,0,0,0,0,0
48000,Texas -- Statewide,722511,NAICS 722511 Full-service restaurants,2017,0,0,0,0,0,1,2017,0.0,small,2017.0,True,False,False,False,1,0,0,0,1,0
48000,Texas -- Statewide,722511,NAICS 722511 Full-service restaurants,2017,0,0,0,0,0,1,2017,0.0,small,2017.25,False,True,False,False,1,0,0,0,1,0
48000,Texas -- Statewide,722511,NAICS 722511 Full-service restaurants,2017,0,0,0,0,0,1,2017,0.0,small,2017.5,False,False,True,False,1,0,0,0,1,0
48000,Texas -- Statewide,722511,NAICS 722511 Full-service restaurants,2017,0,0,0,0,0,1,2017,0.0,small,2017.75,False,False,False,True,1,0,0,0,1,0
48000,Texas -- Statewide,722511,NAICS 722511 Full-service restaurants,2017,446370,450732,456496,2292251490,391,1,2017,451199.3333333333,large,2017.0,True,False,False,False,1,0,0,0,1,0
48000,Texas -- Statewide,722511,NAICS 722511 Full-service restaurants,2017,459411,464332,467785,2415336841,401,1,2017,463842.6666666667,large,2017.25,False,True,False,False,1,0,0,0,1,0
48000,Texas -- Statewide,722511,NAICS 722511 Full-service restaurants,2017,464361,462753,455782,2320962993,387,1,2017,460965.3333333333,large,2017.5,False,False,True,False,1,0,0,0,1,0
48000,Texas -- Statewide,722511,NAICS 722511 Full-service restaurants,2017,455435,456852,459055,2390886273,402,1,2017,457114.0,large,2017.75,False,False,False,True,1,0,0,0,1,0
48000,Texas -- Statewide,722513,NAICS 722513 Limited-service restaurants,2017,438193,442453,450122,1781486636,309,0,2017,443589.3333333333,large,2017.0,True,False,False,False,1,0,0,0,0,0
48000,Texas -- Statewide,722513,NAICS 722513 Limited-service restaurants,2017,453349,459500,462599,1819245634,305,0,2017,458482.6666666667,large,2017.25,False,True,False,False,1,0,0,0,0,0
48000,Texas -- Statewide,722513,NAICS 722513 Limited-service restaurants,2017,461952,462052,455017,1852496367,310,0,2017,459673.6666666667,large,2017.5,False,False,True,False,1,0,0,0,0,0
48000,Texas -- Statewide,722513,NAICS 722513 Limited-service restaurants,2017,455258,454318,455311,1865776058,315,0,2017,454962.3333333333,large,2017.75,False,False,False,True,1,0,0,0,0,0
